course_id,department,enroll,weekdays,start,end,location,capacity,instructor
1,CVM,41,MW,12:50 PM,1:40 PM,Room TBA,64,"Liang, Yuying; Goodman-Mamula PhD, Patricia Anne; Reed, Kent"
2,CVM,41,MW,1:55 PM,3:55 PM,Veterinary Science 325,64,"Liang, Yuying; Goodman-Mamula PhD, Patricia Anne; Reed, Kent"
3,CVM,132,TTh,11:45 AM,12:35 PM,Ruttan Hall B45,200,"Foster Hartnett, Dawn Marie; Goodman-Mamula PhD, Patricia Anne"
4,CVM,76,TTh,9:15 AM,11:15 AM,Veterinary Science 325,76,"Foster Hartnett, Dawn Marie; Goodman-Mamula PhD, Patricia Anne"
5,CVM,56,TTh,1:00 PM,3:00 PM,Veterinary Science 325,78,"Foster Hartnett, Dawn Marie; Goodman-Mamula PhD, Patricia Anne"
6,CVM,19,TTh,9:05 AM,9:55 AM,Bruininks Hall 420A,20,"Singh, Ashok K"
7,CVM,19,TTh,10:10 AM,11:00 AM,Bruininks Hall 420A,20,"Singh, Ashok K"
8,CVM,19,Th,6:15 PM,7:55 PM,Bruininks Hall 420A,20,"Singh, Ashok K"
9,CVM,40,TTh,11:45 AM,1:00 PM,Biological Sciences Ctr 64,40,"Willette, Michelle Marie"
10,CVM,20,T,7:00 PM,8:30 PM,Virtual Space NOROOMREQD,20,"Willette, Michelle Marie; Arent, Lori Rae"
11,CVM,11,T,1:55 PM,3:50 PM,Ruttan Hall B42,50,"Craft PhD, Meggan E"
12,CVM,2,M,3:30 PM,5:30 PM,Moos Health Sci Tower 2-118,3,"Hedberg, Craig W; Wells, Scott J"
13,CVM,21,TTh,9:45 AM,11:00 AM,Mayo Bldg & Additions D199,40,"Beaudoin, Amanda Leigh; Wolf, Tiffany Marie"
14,CVM,8,T,1:00 PM,3:00 PM,Veterinary Science 215,30,"Godden, Sandra Michele"
15,CVM,9,TTh,10:30 AM,12:00 PM,Veterinary Science 215,15,"Rendahl, Aaron"
16,CVM,3,F,12:00 PM,1:00 PM,AHC ROOM TBA,10,"Hamilton, Karin Elizabeth"
17,CVM,13,Th,1:00 PM,2:30 PM,Veterinary Science 215,11,"Crooker, Brian A; Rutherford, Mark Stephen"
18,CVM,2,F,3:00 PM,4:00 PM,Animal Science / Vet Med 385J,10,"Torremorell, Montse"
19,CVM,13,Th,12:00 PM,1:00 PM,Veterinary Science 215,18,"Rutherford, Mark Stephen"
20,CLA,20,TTh,9:45 AM,11:00 AM,Blegen Hall 335,20,"Williamson, Terrion LaShon"
21,CLA,11,MWF,10:10 AM,11:00 AM,Blegen Hall 430,20,"Coifman, Victoria Bomba"
22,CLA,9,MWF,1:25 PM,2:15 PM,Blegen Hall 210,20,"Coifman, Victoria Bomba"
23,CLA,24,MW,1:00 PM,2:15 PM,Blegen Hall 430,25,"Brewer, Rose Marie"
24,CLA,25,MW,9:45 AM,11:00 AM,Blegen Hall 140,25,"Williams, Yolanda Y."
25,CLA,11,TTh,9:45 AM,11:00 AM,Blegen Hall 240,10,"Payne, Gabriale Lynn"
26,CLA,13,MW,11:15 AM,12:30 PM,Blegen Hall 115,25,"Githire, Njeri"
27,CLA,10,TTh,11:15 AM,1:10 PM,Blegen Hall 330,10,"Mills, Nathaniel Francis"
28,CLA,27,TTh,11:15 AM,12:30 PM,Blegen Hall 335,30,"Schaffauser, Agnes"
29,CLA,25,MW,9:45 AM,11:00 AM,Blegen Hall 115,25,"Githire, Njeri"
30,CLA,35,W,6:00 PM,8:45 PM,Blegen Hall 255,45,"Mayes, Keith A"
31,CLA,12,M,4:00 PM,6:45 PM,Blegen Hall 430,15,"Brewer, Rose Marie"
32,CLA,2,TTh,9:45 AM,11:00 AM,Ford Hall 400,5,"Isoke, Zenzele"
33,CLA,7,Th,6:00 PM,8:45 PM,Blegen Hall 430,10,"Mayes, Keith A; Oertel, Jacob Daniel"
34,CLA,2,TTh,9:45 AM,11:00 AM,Ford Hall 400,4,"Isoke, Zenzele"
35,CLA,3,T,2:45 PM,5:30 PM,Blegen Hall 225,15,"Githire, Njeri"
36,CLA,7,W,6:00 PM,8:45 PM,Blegen Hall 255,5,"Mayes, Keith A"
37,CLA,6,Th,3:15 PM,5:45 PM,Blegen Hall 230,10,"Onishi, Yuichiro"
38,CLA,45,TTh,9:45 AM,11:00 AM,Scott Hall 4,45,"Ghebregzi, Alex Anthony"
39,CLA,32,TTh,11:15 AM,12:30 PM,Peik Hall 28,40,"Bauer, Karen Shandra"
40,CLA,101,MW,11:15 AM,12:30 PM,Anderson Hall 370,100,"Ghebregzi, Alex Anthony; Althoff, Joshua Austin Mcgonagle"
41,CLA,98,MW,1:00 PM,2:15 PM,Anderson Hall 370,100,"Ghebregzi, Alex Anthony; Althoff, Joshua Austin Mcgonagle"
42,CLA,34,TTh,1:00 PM,2:15 PM,Nicholson Hall 145,35,"McKay, Neil Troy"
43,CLA,20,MW,9:45 AM,11:00 AM,Nicholson Hall 120,20,"Meland, Carter"
44,CLA,3,T,5:00 PM,7:30 PM,Blegen Hall 235,10,"Murphy, Kevin P."
45,CLA,10,MWF,10:10 AM,11:00 AM,Kolthoff Hall 137,10,"Brown, Zoe Anne"
46,CLA,23,TTh,9:45 AM,11:00 AM,Burton Hall 125,25,"Meland, Carter"
47,CLA,24,MW,11:15 AM,12:30 PM,Nicholson Hall 335,25,"Suarez, Sasha M"
48,CLA,27,MW,9:45 AM,11:00 AM,Scott Hall 4,40,"Ghebregzi, Alex Anthony"
49,CLA,17,Th,11:15 AM,2:15 PM,Bruininks Hall 530A,25,"Diaz, Vicente Miguel"
50,CLA,33,M,1:00 PM,3:20 PM,Nicholson Hall 335,35,"Meland, Carter"
51,CLA,10,T,1:25 PM,3:20 PM,Burton Hall 123,10,"DeLisle, Christine T"
52,CLA,2,F,9:30 AM,12:00 PM,Anderson Hall 230,5,"Hayes, Kat; Minor, Sophie Miranda"
53,CLA,14,W,4:00 PM,6:30 PM,Blegen Hall 240,15,"O'Brien, Jean Maria"
54,CLA,6,W,1:25 PM,3:20 PM,Amundson Hall 120,25,"Diaz, Vicente Miguel"
55,CLA,7,W,1:00 PM,3:45 PM,Lind Hall 216,10,"Child, Brenda J"
56,CLA,8,T,1:25 PM,3:20 PM,Burton Hall 123,5,"DeLisle, Christine T"
57,CLA,6,T,3:35 PM,5:30 PM,Walter W Heller Hall 1229,5,"O'Brien, Jean Maria"
58,CLA,28,MW,1:00 PM,2:15 PM,Appleby Hall 3,30,"Nguyen, Khoi"
59,CLA,27,TTh,9:45 AM,11:00 AM,Blegen Hall 155,30,"Fajardo, Kale Bantigue"
60,CLA,18,TTh,2:30 PM,3:45 PM,Blegen Hall 260,20,"May, Elaine Tyler"
61,CLA,224,TTh,2:30 PM,3:45 PM,Anderson Hall 310,225,"Karjanen, David J; Leppink, Laura Rose; McHugh, Brendan; Mitchell, Paige"
62,CLA,28,TTh,1:00 PM,2:15 PM,Nicholson Hall 335,30,"Carroll, Kidiocus Lee"
63,CLA,29,MW,9:45 AM,11:00 AM,Appleby Hall 3,30,"Fajardo, Kale Bantigue"
64,CLA,2,T,5:00 PM,7:30 PM,Blegen Hall 235,10,"Murphy, Kevin P."
65,CLA,49,MW,2:30 PM,3:45 PM,Folwell Hall 108,45,"Powell, Elliott Hunter"
66,CLA,24,W,4:00 PM,6:30 PM,Bruininks Hall 123,25,"McDowell, Scott Richard"
67,CLA,73,MW,11:15 AM,12:30 PM,Nicholson Hall 125,100,"Whitson, Joseph K; Gaither, Acoma Jeannine Bazoline; Lee, Michelle"
68,CLA,98,TTh,11:15 AM,12:30 PM,Nicholson Hall 275,100,"Tchepikova-Treon, Matthew Joseph"
69,CLA,29,M,1:25 PM,2:15 PM,Appleby Hall 219,30,"Pyle, Kai"
70,CLA,17,M,2:30 PM,3:20 PM,Appleby Hall 226,30,"Seweid-DeAngelis, Thomas"
71,CLA,29,W,1:25 PM,2:15 PM,Vincent Hall 206,30,"Pyle, Kai"
72,CLA,23,W,2:30 PM,3:20 PM,Bruininks Hall 123,30,"Seweid-DeAngelis, Thomas"
73,CLA,24,TTh,1:00 PM,2:15 PM,Peik Hall 335,25,"Hartman, Elizabeth N"
74,CLA,2,M,10:10 AM,12:05 PM,Lind Hall 340,15,"Powell, Elliott Hunter"
75,CLA,6,T,1:00 PM,3:15 PM,Scott Hall 105,15,"Child, Brenda J"
76,CLA,2,T,4:00 PM,6:30 PM,Vincent Hall 213,15,"Manalansan, Martin Fajardo"
77,CLA,15,W,1:25 PM,3:20 PM,Vincent Hall 364,15,"Pierce, Jennifer L"
78,CLA,350,TTh,11:15 AM,12:30 PM,Willey Hall 175,480,"Wilson, Michael Lawrence; Miller, Carrie"
79,CLA,24,M,9:00 AM,11:00 AM,Blegen Hall 345,25,"Miller, Carrie"
80,CLA,24,M,11:15 AM,1:15 PM,Blegen Hall 345,25,"Crouse, Kristin Nichole"
81,CLA,25,M,1:30 PM,3:30 PM,Blegen Hall 345,25,"Meier, Laura Faith"
82,CLA,25,M,3:45 PM,5:45 PM,Blegen Hall 345,25,"Muteti, Samuel Ngui"
83,CLA,25,T,8:45 AM,10:45 AM,Blegen Hall 345,25,"Minor, Sophie Miranda"
84,CLA,25,T,1:00 PM,3:00 PM,Blegen Hall 345,25,"Mouginot, Maud"
85,CLA,24,T,3:15 PM,5:15 PM,Blegen Hall 345,25,"Crouse, Kristin Nichole"
86,CLA,23,W,9:00 AM,11:00 AM,Blegen Hall 345,25,"Minor, Sophie Miranda"
87,CLA,26,W,11:15 AM,1:15 PM,Blegen Hall 345,25,"Meier, Laura Faith"
88,CLA,25,W,1:30 PM,3:30 PM,Blegen Hall 345,25,"Plevniak, Kelly Lea"
89,CLA,27,W,3:45 PM,5:45 PM,Blegen Hall 345,25,"Plevniak, Kelly Lea"
90,CLA,25,Th,8:45 AM,10:45 AM,Blegen Hall 345,25,"Miller, Carrie"
91,CLA,26,Th,1:00 PM,3:00 PM,Blegen Hall 345,25,"Muteti, Samuel Ngui"
92,CLA,26,F,11:15 AM,1:15 PM,Blegen Hall 345,25,"Crouse, Kristin Nichole"
93,CLA,48,T,6:30 PM,9:30 PM,Blegen Hall 150,50,"Bangs, Eric William"
94,CLA,24,Th,6:00 PM,8:00 PM,Blegen Hall 345,25,"Luther, Risa Lee"
95,CLA,24,M,6:00 PM,8:00 PM,Blegen Hall 345,25,"Luther, Risa Lee"
96,CLA,16,MW,1:00 PM,2:15 PM,Anderson Hall 310,20,"McLean, Stuart J"
97,CLA,16,W,2:30 PM,3:20 PM,Blegen Hall 205,20,"McLean, Stuart J"
98,CLA,155,MW,1:00 PM,2:15 PM,Anderson Hall 310,195,"McLean, Stuart J"
99,CLA,22,M,9:05 AM,9:55 AM,Carlson School of Mgmt 1-136,25,"Feng, Yun"
100,CLA,24,M,10:10 AM,11:00 AM,Hubert H. Humphrey School 184,25,"Feng, Yun"
101,CLA,24,M,2:30 PM,3:20 PM,Blegen Hall 125,25,"Johnson, Peter Robin"
102,CLA,18,W,9:05 AM,9:55 AM,Carlson School of Mgmt 1-136,25,"Madani, Rania Awad"
103,CLA,22,W,10:10 AM,11:00 AM,Carlson School of Mgmt 1-143,25,"Imran, Muhammad Osama"
104,CLA,24,W,2:30 PM,3:20 PM,Hubert H. Humphrey School 20,25,"Madani, Rania Awad"
105,CLA,21,Th,9:05 AM,9:55 AM,Carlson School of Mgmt 2-219,25,"Imran, Muhammad Osama"
106,CLA,54,M,6:20 PM,9:30 PM,Blegen Hall 150,80,"Hughes, Jen K.; Nazer, Thanzeel"
107,CLA,19,MW,4:15 PM,5:30 PM,Blegen Hall 115,20,"Valentine, David"
108,CLA,12,W,1:30 PM,4:00 PM,Carlson School of Mgmt 1-136,20,"Raheja, Gloria Goodwin"
109,CLA,19,TTh,2:30 PM,3:45 PM,Blegen Hall 430,20,"Ghani, Aisha"
110,CLA,14,MW,1:00 PM,2:15 PM,Hubert H. Humphrey School 60,18,"Beeman, William O"
111,CLA,13,MWF,9:00 AM,9:50 AM,Blegen Hall 155,15,"Tostevin, Gilbert B"
112,CLA,55,MW,9:45 AM,11:00 AM,Blegen Hall 120,60,"Monnier, Gilliane F"
113,CLA,20,M,11:15 AM,1:10 PM,Blegen Hall 318,20,"Fanuka, Matthew Francis"
114,CLA,20,M,2:30 PM,4:25 PM,Blegen Hall 318,20,"Fanuka, Matthew Francis"
115,CLA,15,F,9:45 AM,11:45 AM,Blegen Hall 318,20,"Fanuka, Matthew Francis"
116,CLA,46,TTh,1:00 PM,2:15 PM,Blegen Hall 10,100,"Raheja, Gloria Goodwin; Carlson, Matthew John"
117,CLA,58,MW,1:00 PM,2:15 PM,Anderson Hall 250,100,"Valentine, David"
118,CLA,20,M,2:30 PM,3:20 PM,Blegen Hall 145,25,"Rodriguez Osorio, Daniel"
119,CLA,14,T,1:25 PM,2:15 PM,Hubert H. Humphrey School 15,25,"Buckley, Nathan"
120,CLA,9,W,10:10 AM,11:00 AM,Carlson School of Mgmt 1-122,16,"Rodriguez Osorio, Daniel"
121,CLA,15,W,2:30 PM,3:20 PM,Blegen Hall 145,25,"Buckley, Nathan"
122,CLA,14,MWF,9:00 AM,9:50 AM,Blegen Hall 155,20,"Tostevin, Gilbert B"
123,CLA,32,TTh,9:45 AM,11:00 AM,Anderson Hall 310,75,"Wells, Peter S; Briggs, Emily Anne"
124,CLA,46,MW,1:00 PM,2:15 PM,Blegen Hall 130,50,"Langford, Jean M; Carlson, Matthew John"
125,CLA,11,Th,1:00 PM,4:00 PM,Blegen Hall 415,35,"Lipset, David M"
126,CLA,177,W,6:00 PM,8:30 PM,Willey Hall 125,215,"Coral, Deniz; Milic - Kolarevic, Milica; Moore, Megan Ashley; Trifilio, Marygrace"
127,CLA,37,TTh,1:00 PM,2:15 PM,Blegen Hall 250,40,"Kosiba, Steven Brian; Khaksar, Somaye"
128,CLA,14,TTh,11:00 AM,12:15 PM,Blegen Hall 318,15,"McNulty, Kieran P; Gogol, Samantha Emily"
129,CLA,8,TTh,3:15 PM,4:30 PM,Blegen Hall 318,8,"Tappen, Martha; Gogol, Samantha Emily"
130,CLA,4,F,9:30 AM,12:00 PM,Anderson Hall 230,15,"Hayes, Kat; Minor, Sophie Miranda"
131,CLA,5,W,5:30 PM,8:00 PM,Blegen Hall 260,10,"Ghani, Aisha"
132,CLA,12,W,1:00 PM,3:30 PM,Blegen Hall 260,30,"Thompson, Rachel C"
133,CLA,12,T,1:00 PM,3:30 PM,Blegen Hall 215,20,"Durban, Erin Leigh; Seweid-DeAngelis, Thomas"
134,CLA,24,MW,9:45 AM,11:00 AM,Blegen Hall 230,40,"Valentine, David"
135,CLA,24,W,3:15 PM,5:45 PM,Blegen Hall 215,40,"Kosiba, Steven Brian"
136,CLA,29,MW,9:45 AM,11:00 AM,Blegen Hall 215,50,"Langford, Jean M"
137,CLA,5,TTh,9:45 AM,11:00 AM,Anderson Hall 310,27,"Wells, Peter S; Briggs, Emily Anne"
138,CLA,9,W,9:30 AM,12:50 PM,Blegen Hall 318,15,"Tappen, Martha"
139,CLA,5,TTh,1:00 PM,2:55 PM,Blegen Hall 318,20,"Tostevin, Gilbert B"
140,CLA,16,TTh,1:00 PM,2:15 PM,Blegen Hall 250,25,"Kosiba, Steven Brian; Khaksar, Somaye"
141,CLA,10,TTh,11:00 AM,12:15 PM,Blegen Hall 318,10,"McNulty, Kieran P; Gogol, Samantha Emily"
142,CLA,7,TTh,3:15 PM,4:30 PM,Blegen Hall 318,8,"Tappen, Martha; Gogol, Samantha Emily"
143,CLA,9,T,2:00 PM,4:30 PM,Blegen Hall 330,12,"Wells, Peter S"
144,CLA,14,F,9:30 AM,12:00 PM,Anderson Hall 230,15,"Hayes, Kat; Minor, Sophie Miranda"
145,CLA,13,Th,1:00 PM,3:30 PM,Hubert H. Humphrey School 389,15,"McLean, Stuart J"
146,CLA,5,T,2:30 PM,5:00 PM,Hubert H. Humphrey School 389,15,"Beeman, William O"
147,CLA,6,W,2:30 PM,5:00 PM,Hubert H. Humphrey School 60,15,"Lipset, David M"
148,CLA,4,W,2:30 PM,5:00 PM,Hubert H. Humphrey School 389,15,"Monnier, Gilliane F"
149,CLA,2,T,2:00 PM,4:30 PM,Blegen Hall 330,5,"Wells, Peter S"
150,CLA,86,F,9:05 AM,10:00 AM,Regis Center for Art E110,105,"Schmid, Christina Heidi"
151,CLA,29,F,10:00 AM,12:05 PM,Regis Center for Art W247,30,"Schmid, Christina Heidi"
152,CLA,30,F,10:00 AM,12:05 PM,Regis Center for Art E110,30,"Schmid, Christina Heidi; ., Prerna"
153,CLA,27,F,10:00 AM,12:05 PM,Regis Center for Art W132,30,"Schmid, Christina Heidi; Keagy, Rini Yun"
154,CLA,58,MW,9:05 AM,9:35 AM,Regis Center for Art E110,60,"Schmid, Christina Heidi"
155,CLA,28,MW,9:35 AM,10:35 AM,Regis Center for Art E110,30,"Schmid, Christina Heidi"
156,CLA,30,MW,9:35 AM,10:35 AM,Regis Center for Art W247,30,"Schmid, Christina Heidi; Yang, Koua Mai"
157,CLA,9,F,9:05 AM,10:00 AM,Regis Center for Art E110,15,"Schmid, Christina Heidi"
158,CLA,9,F,10:00 AM,12:05 PM,Regis Center for Art E231,15,"Schmid, Christina Heidi"
159,CLA,22,MW,9:05 AM,12:05 PM,Regis Center for Art W260,22,"McEwen, Travis John"
160,CLA,19,MW,1:25 PM,4:25 PM,Regis Center for Art  W270,22,"Peterson, Lamar"
161,CLA,22,M,6:00 PM,10:00 PM,Regis Center for Art  W270,22,"Hittinger, Jim"
162,CLA,21,W,6:00 PM,10:00 PM,Regis Center for Art W260,22,"Connaughty, Sean P"
163,CLA,22,TTh,9:05 AM,12:05 PM,Regis Center for Art  W270,22,"Zin-Tamir, Omri"
164,CLA,22,TTh,1:25 PM,4:25 PM,Regis Center for Art W260,22,"Morgan, Clarence E."
165,CLA,20,T,6:00 PM,10:00 PM,Regis Center for Art W260,22,"Connaughty, Sean P"
166,CLA,22,Th,6:00 PM,10:00 PM,Regis Center for Art W260,22,"Barlow, Leslie Ellen"
167,CLA,19,F,10:10 AM,2:10 PM,Regis Center for Art W260,22,"Hakim Javadi, Nooshin"
168,CLA,17,Sa,10:10 AM,2:10 PM,Regis Center for Art  W270,22,"Hakim Javadi, Nooshin"
169,CLA,21,MW,9:05 AM,12:05 PM,Regis Center for Art W268,22,"Zefeldt, Mathew James"
170,CLA,20,MW,1:25 PM,4:25 PM,Regis Center for Art W264,22,"McEwen, Travis John"
171,CLA,21,TTh,1:25 PM,4:25 PM,Regis Center for Art W268,22,"Sanders, Kristen Ann"
172,CLA,20,MW,9:05 AM,12:05 PM,Regis Center for Art W189,22,"Ourthiague Jr, Roger Leon"
173,CLA,12,TTh,6:00 PM,9:00 PM,Regis Center for Art W189,22,"Peterson, Drew R"
174,CLA,19,TTh,1:25 PM,4:25 PM,Regis Center for Art W240,20,"Schoening, Mark Edward"
175,CLA,19,M,6:00 PM,10:00 PM,Regis Center for Art W240,20,"Schoening, Mark Edward"
176,CLA,18,F,10:10 AM,2:10 PM,Regis Center for Art W240,20,"Manneberg, Avigail"
177,CLA,20,W,1:25 PM,4:25 PM,Regis Center for Art E110,20,"Estep, Jan"
178,CLA,18,MW,1:25 PM,4:25 PM,Regis Center for Art W137,20,"Sampedro, Sarah Lynn Rust"
179,CLA,19,MW,1:25 PM,4:25 PM,Regis Center for Art W132,20,"Her, Pao Houa"
180,CLA,20,TTh,9:05 AM,12:05 PM,Regis Center for Art W137,19,"Dow, Beth Ann"
181,CLA,19,TTh,9:05 AM,12:05 PM,Regis Center for Art W132,20,"Sampedro, Sarah Lynn Rust"
182,CLA,20,MW,6:00 PM,9:00 PM,Regis Center for Art W137,20,"Tavera Castro, Xavier"
183,CLA,19,MW,6:00 PM,9:00 PM,Regis Center for Art W132,20,"Her, Pao Houa"
184,CLA,20,F,9:00 AM,2:00 PM,Regis Center for Art W137,20,"Dow, Beth Ann"
185,CLA,19,MW,9:05 AM,11:05 AM,Regis Center for Art W248,20,"Belgum, Rolf Henrik"
186,CLA,19,TTh,1:25 PM,3:25 PM,Regis Center for Art W248,20,"Obsatz, Kevin"
187,CLA,19,MW,1:25 PM,3:25 PM,Regis Center for Art W248,20,"Belgum, Rolf Henrik"
188,CLA,18,F,10:10 AM,2:10 PM,Regis Center for Art W248,20,"Belgum, Rolf Henrik"
189,CLA,22,MW,9:05 AM,12:05 PM,Regis Center for Art E156,22,"Yamada, Tetsuya"
190,CLA,21,MW,9:05 AM,12:05 PM,Regis Center for Art E154,22,"Sims-Burchard, Ginny Elizabeth"
191,CLA,15,MW,6:00 PM,9:00 PM,Regis Center for Art E154,22,"Thoresen, Priya Kristina"
192,CLA,21,TTh,9:05 AM,12:05 PM,Regis Center for Art E154,22,"Lane, Thomas J"
193,CLA,22,TTh,9:05 AM,12:05 PM,Regis Center for Art E156,22,"DeArmond, Stephanie Anne"
194,CLA,22,MW,9:05 AM,12:05 PM,Regis Center for Art E117,22,"Tamir, Rotem"
195,CLA,18,MW,1:25 PM,4:25 PM,Regis Center for Art E117,22,"Tamir, Rotem"
196,CLA,21,TTh,9:05 AM,12:05 PM,Regis Center for Art E117,22,"Larson, Chris"
197,CLA,20,TTh,1:25 PM,4:25 PM,Regis Center for Art E154,22,"Craver, Allison Rose"
198,CLA,11,M,1:25 PM,4:25 PM,Regis Center for Art W123,20,"Willow, Diane"
199,CLA,12,TTh,9:05 AM,12:05 PM,Regis Center for Art W268,22,"Zefeldt, Mathew James"
200,CLA,23,TTh,1:25 PM,4:25 PM,Regis Center for Art W189,22,"Schmid, Jenny"
201,CLA,20,MW,9:05 AM,12:05 PM,Regis Center for Art  W270,22,"Peterson, Lamar"
202,CLA,21,TTh,9:05 AM,12:05 PM,Regis Center for Art W240,22,"Teed, Corinne Ryan"
203,CLA,22,TTh,1:25 PM,4:25 PM,Regis Center for Art  W270,22,"Stack, Laura Lee"
204,CLA,20,TTh,1:25 PM,2:55 PM,Regis Center for Art W123,22,"Baeumler, Christine Arle"
205,CLA,10,TTh,9:05 AM,12:05 PM,Regis Center for Art W130,15,"Ramstad, Emmett Winship"
206,CLA,3,Th,9:05 AM,11:35 AM,Regis Center for Art E110,5,"Golden-McNerney, Regan"
207,CLA,35,Th,9:05 AM,11:35 AM,Regis Center for Art E110,40,"Golden-McNerney, Regan"
208,CLA,37,T,6:00 PM,8:30 PM,Regis Center for Art E110,45,"Baeumler, Christine Arle"
209,CLA,17,MW,9:05 AM,12:05 PM,Regis Center for Art W132,20,"Millikan, Jeffrey B"
210,CLA,19,TTh,1:25 PM,4:25 PM,Regis Center for Art W137,20,"Moses Haller, Monica Mary"
211,CLA,22,MW,1:25 PM,4:25 PM,Regis Center for Art W121,20,"Tavera Castro, Xavier"
212,CLA,16,T,6:00 PM,10:00 PM,Regis Center for Art W121,20,"Obsatz, Kevin"
213,CLA,14,W,6:00 PM,10:00 PM,Regis Center for Art W121,15,"Gilley, Shannon James"
214,CLA,14,F,10:10 AM,2:10 PM,Regis Center for Art W121,15,"Gilley, Shannon James"
215,CLA,12,Th,6:00 PM,10:00 PM,Regis Center for Art W121,15,"Hoolihan, Sam Daniel"
216,CLA,19,TTh,1:25 PM,4:25 PM,Regis Center for Art E156,22,"Lane, Thomas J"
217,CLA,19,MW,1:25 PM,4:25 PM,Regis Center for Art E156,22,"Paradis, Erin Gabrielle"
218,CLA,8,F,10:00 AM,2:00 PM,Regis Center for Art E170,8,"Linden, Paul"
219,CLA,12,TTh,1:25 PM,4:25 PM,Regis Center for Art E123,16,"Larson, Chris"
220,CLA,12,W,6:00 PM,10:00 PM,Regis Center for Art W248,13,"Schwartzman, Robin Nicole"
221,CLA,10,MW,1:25 PM,4:25 PM,Regis Center for Art W187,10,"Peterson, Drew R"
222,CLA,17,TTh,9:05 AM,12:05 PM,Regis Center for Art W264,20,"Morgan, Clarence E."
223,CLA,4,MW,1:25 PM,4:25 PM,Regis Center for Art W187,9,"Peterson, Drew R"
224,CLA,4,TTh,9:05 AM,12:05 PM,Regis Center for Art W130,5,"Ramstad, Emmett Winship"
225,CLA,23,F,10:10 AM,12:40 PM,Regis Center for Art W257,30,"Van Dyke, Aaron Charles"
226,CLA,16,F,9:00 AM,12:00 PM,Regis Center for Art W244,30,"Ramstad, Emmett Winship"
227,CLA,7,TTh,9:05 AM,12:05 PM,Regis Center for Art W121,10,"Lukkas, Lynn Tjernan"
228,CLA,5,TTh,9:05 AM,12:05 PM,Regis Center for Art W121,10,"Lukkas, Lynn Tjernan"
229,CLA,6,W,6:00 PM,10:00 PM,Regis Center for Art W121,5,"Gilley, Shannon James"
230,CLA,5,F,10:10 AM,2:10 PM,Regis Center for Art W121,5,"Gilley, Shannon James"
231,CLA,6,Th,6:00 PM,10:00 PM,Regis Center for Art W121,5,"Hoolihan, Sam Daniel"
232,CLA,11,MW,1:25 PM,4:25 PM,Regis Center for Art E155,15,"Yamada, Tetsuya"
233,CLA,1,F,10:00 AM,2:00 PM,Regis Center for Art E170,2,"Linden, Paul"
234,CLA,5,TTh,1:25 PM,4:25 PM,Regis Center for Art E123,5,"Larson, Chris"
235,CLA,7,W,6:00 PM,10:00 PM,Regis Center for Art W248,7,"Schwartzman, Robin Nicole"
236,CLA,11,TTh,4:30 PM,5:45 PM,Regis Center for Art E231,12,"Estep, Jan"
237,CLA,6,TTh,4:30 PM,5:45 PM,Regis Center for Art W257,10,"Schmid, Christina Heidi"
238,CLA,14,F,1:00 PM,4:00 PM,Regis Center for Art E231,18,"Teed, Corinne Ryan"
239,CLA,92,MWF,9:05 AM,9:55 AM,West Bank Skyway 20,92,"Flaherty, Shannon E"
240,CLA,23,M,10:10 AM,11:00 AM,Carlson School of Mgmt 1-136,23,"Duffey, Ashley Ethel Kim"
241,CLA,24,W,8:00 AM,8:50 AM,Carlson School of Mgmt 2-219,23,"Deets, Stuart Merritt"
242,CLA,23,W,10:10 AM,11:00 AM,Blegen Hall 155,23,"Duffey, Ashley Ethel Kim"
243,CLA,22,F,10:10 AM,11:00 AM,Carlson School of Mgmt 2-219,23,"Deets, Stuart Merritt"
244,CLA,56,MW,9:45 AM,11:00 AM,Hubert H. Humphrey School 25,60,"Greenberg, Daniel Mark; Hardy, Johnathan William"
245,CLA,90,TTh,12:20 PM,2:15 PM,Blegen Hall 5,92,"Silberman, Robert B"
246,CLA,23,M,12:20 PM,1:10 PM,Blegen Hall 225,23,"Sabo, Sarah Eileen"
247,CLA,22,M,12:20 PM,1:10 PM,Hubert H. Humphrey School 15,23,"Patton, Ashley Marie"
248,CLA,23,W,12:20 PM,1:10 PM,Hubert H. Humphrey School 15,23,"Sabo, Sarah Eileen"
249,CLA,22,W,12:20 PM,1:10 PM,Carlson School of Mgmt 1-142,23,"Patton, Ashley Marie"
250,CLA,26,MW,1:00 PM,2:15 PM,Blegen Hall 145,25,"Awes-Freeman, Jennifer Cecelia"
251,CLA,49,TTh,9:45 AM,11:00 AM,Blegen Hall 130,60,"Ostrow, Steven F; Peterson, Nina"
252,CLA,24,TTh,1:00 PM,2:15 PM,Blegen Hall 125,22,"Ostrow, Steven F; Watson, Jami Michelle"
253,CLA,25,MW,10:10 AM,11:00 AM,Blegen Hall 10,30,"Shank, JB"
254,CLA,12,F,10:10 AM,11:00 AM,Blegen Hall 240,15,"Wiepke, Hannah Danielle"
255,CLA,13,F,11:15 AM,12:05 PM,Blegen Hall 240,15,"Wiepke, Hannah Danielle"
256,CLA,45,MW,9:05 AM,9:55 AM,Hanson Hall 1-107,60,"Blocker, Jane M"
257,CLA,28,W,10:10 AM,11:00 AM,Hubert H. Humphrey School 60,30,"Meehleder, Amy Folkedahl"
258,CLA,17,F,10:10 AM,11:00 AM,Carlson School of Mgmt 1-143,30,"Meehleder, Amy Folkedahl"
